sensor2,0, ,30/09/2021,20:40:08
sensor1,318, ,30/09/2021,20:40:29
sensor2,0, ,30/09/2021,20:40:29
sensor1,318, ,30/09/2021,20:40:50
sensor2,0, ,30/09/2021,20:40:50
sensor1,318, ,30/09/2021,20:41:11
sensor2,0, ,30/09/2021,20:41:11
sensor1,318, ,30/09/2021,20:41:32
sensor2,0, ,30/09/2021,20:41:32
sensor1,318, ,30/09/2021,20:41:53
sensor2,0, ,30/09/2021,20:41:53
sensor1,318, ,30/09/2021,20:42:13
sensor2,0, ,30/09/2021,20:42:13
sensor1,300, ,30/09/2021,20:42:34
sensor2,0, ,30/09/2021,20:42:34
sensor1,300, ,30/09/2021,20:42:55
sensor2,0, ,30/09/2021,20:42:55
sensor1,300, ,30/09/2021,20:43:16
sensor2,0, ,30/09/2021,20:43:16
sensor1,300, ,30/09/2021,20:43:36
sensor2,0, ,30/09/2021,20:43:37
sensor1,300, ,30/09/2021,20:43:57
sensor2,0, ,30/09/2021,20:43:57
sensor1,300, ,30/09/2021,20:44:18
sensor2,0, ,30/09/2021,20:44:18
sensor1,300, ,30/09/2021,20:44:39
sensor2,0, ,30/09/2021,20:44:39
sensor1,300, ,30/09/2021,20:44:59
sensor2,0, ,30/09/2021,20:44:59
sensor1,300, ,30/09/2021,20:45:20
sensor2,0, ,30/09/2021,20:45:20
sensor1,300, ,30/09/2021,20:45:40
sensor2,0, ,30/09/2021,20:45:41
sensor1,300, ,30/09/2021,20:46:01
sensor2,0, ,30/09/2021,20:46:01
sensor1,300, ,30/09/2021,20:46:22
sensor2,0, ,30/09/2021,20:46:23
sensor1,300, ,30/09/2021,20:46:43
sensor2,0, ,30/09/2021,20:46:43
sensor1,300, ,30/09/2021,20:47:03
sensor2,0, ,30/09/2021,20:47:03
sensor1,300, ,30/09/2021,20:47:24
sensor2,0, ,30/09/2021,20:47:24
sensor1,300, ,30/09/2021,20:47:45
sensor2,0, ,30/09/2021,20:47:45
sensor1,300, ,30/09/2021,20:48:05
sensor2,0, ,30/09/2021,20:48:06
sensor1,300, ,30/09/2021,20:48:26
sensor2,0, ,30/09/2021,20:48:26
sensor1,300, ,30/09/2021,20:48:47
sensor2,0, ,30/09/2021,20:48:47
sensor1,300, ,30/09/2021,20:49:07
sensor2,0, ,30/09/2021,20:49:08
sensor1,300, ,30/09/2021,20:49:28
sensor2,0, ,30/09/2021,20:49:28
sensor1,305, ,30/09/2021,20:49:48
sensor2,0, ,30/09/2021,20:49:49
sensor1,322, ,30/09/2021,20:50:09
sensor2,0, ,30/09/2021,20:50:10
sensor1,322, ,30/09/2021,20:50:30
sensor2,0, ,30/09/2021,20:50:30
sensor1,322, ,30/09/2021,20:50:51
sensor2,0, ,30/09/2021,20:50:51
sensor1,322, ,30/09/2021,20:51:12
sensor2,0, ,30/09/2021,20:51:12
sensor1,322, ,30/09/2021,20:51:33
sensor2,0, ,30/09/2021,20:51:33
sensor1,322, ,30/09/2021,20:51:54
sensor2,0, ,30/09/2021,20:51:54
sensor1,322, ,30/09/2021,20:52:14
sensor2,0, ,30/09/2021,20:52:15
sensor1,322, ,30/09/2021,20:52:35
sensor2,0, ,30/09/2021,20:52:35
sensor1,322, ,30/09/2021,20:52:56
sensor2,0, ,30/09/2021,20:52:56
sensor1,322, ,30/09/2021,20:53:17
sensor2,0, ,30/09/2021,20:53:17
sensor1,322, ,30/09/2021,20:53:37
sensor2,0, ,30/09/2021,20:53:38
sensor1,322, ,30/09/2021,20:53:58
sensor2,0, ,30/09/2021,20:53:58
sensor1,322, ,30/09/2021,20:54:19
sensor2,0, ,30/09/2021,20:54:19
sensor1,307, ,30/09/2021,20:54:39
sensor2,0, ,30/09/2021,20:54:40
sensor1,307, ,30/09/2021,20:55:00
sensor2,0, ,30/09/2021,20:55:00
sensor1,307, ,30/09/2021,20:55:21
sensor2,0, ,30/09/2021,20:55:21
sensor1,314, ,30/09/2021,20:55:42
sensor2,0, ,30/09/2021,20:55:42
sensor1,301, ,30/09/2021,20:56:02
sensor2,0, ,30/09/2021,20:56:03
sensor1,301, ,30/09/2021,20:56:23
sensor2,0, ,30/09/2021,20:56:24
sensor1,325, ,30/09/2021,20:56:44
sensor2,0, ,30/09/2021,20:56:45
sensor1,307, ,30/09/2021,20:57:05
sensor2,0, ,30/09/2021,20:57:05
sensor1,307, ,30/09/2021,20:57:27
sensor2,0, ,30/09/2021,20:57:28
sensor1,319, ,30/09/2021,20:57:48
sensor2,0, ,30/09/2021,20:57:48
sensor1,310, ,30/09/2021,20:58:09
sensor2,0, ,30/09/2021,20:58:09
sensor1,310, ,30/09/2021,20:58:30
sensor2,0, ,30/09/2021,20:58:30
sensor1,326, ,30/09/2021,20:58:50
sensor2,0, ,30/09/2021,20:58:51
sensor1,326, ,30/09/2021,20:59:11
sensor2,0, ,30/09/2021,20:59:11
sensor1,326, ,30/09/2021,20:59:32
sensor2,0, ,30/09/2021,20:59:32
sensor1,326, ,30/09/2021,20:59:52
sensor2,0, ,30/09/2021,20:59:53
sensor1,301, ,30/09/2021,21:00:13
sensor2,0, ,30/09/2021,21:00:13
sensor1,301, ,30/09/2021,21:00:34
sensor2,0, ,30/09/2021,21:00:34
sensor1,301, ,30/09/2021,21:00:55
sensor2,0, ,30/09/2021,21:00:56
sensor1,301, ,30/09/2021,21:01:16
sensor2,0, ,30/09/2021,21:01:16
sensor1,301, ,30/09/2021,21:01:36
sensor2,0, ,30/09/2021,21:01:36
sensor1,301, ,30/09/2021,21:01:57
sensor2,0, ,30/09/2021,21:01:57
sensor1,301, ,30/09/2021,21:02:17
sensor2,0, ,30/09/2021,21:02:17
sensor1,301, ,30/09/2021,21:02:38
sensor2,0, ,30/09/2021,21:02:38
sensor1,301, ,30/09/2021,21:02:58
sensor2,0, ,30/09/2021,21:02:59
sensor1,326, ,30/09/2021,21:03:19
sensor2,0, ,30/09/2021,21:03:19
sensor1,326, ,30/09/2021,21:03:39
sensor2,0, ,30/09/2021,21:03:40
sensor1,326, ,30/09/2021,21:04:00
sensor2,0, ,30/09/2021,21:04:00
sensor1,326, ,30/09/2021,21:04:20
sensor2,0, ,30/09/2021,21:04:20
sensor1,326, ,30/09/2021,21:04:41
sensor2,0, ,30/09/2021,21:04:41
sensor1,326, ,30/09/2021,21:05:01
sensor2,0, ,30/09/2021,21:05:01
sensor1,326, ,30/09/2021,21:05:21
sensor2,0, ,30/09/2021,21:05:22
sensor1,326, ,30/09/2021,21:05:42
sensor2,0, ,30/09/2021,21:05:42
sensor1,326, ,30/09/2021,21:06:02
sensor2,0, ,30/09/2021,21:06:02
sensor1,326, ,30/09/2021,21:06:23
sensor2,0, ,30/09/2021,21:06:23
sensor1,326, ,30/09/2021,21:06:43
sensor2,0, ,30/09/2021,21:06:44
sensor1,326, ,30/09/2021,21:07:04
sensor2,0, ,30/09/2021,21:07:04
sensor1,326, ,30/09/2021,21:07:24
sensor2,0, ,30/09/2021,21:07:24
sensor1,326, ,30/09/2021,21:07:45
sensor2,0, ,30/09/2021,21:07:45
sensor1,326, ,30/09/2021,21:08:05
sensor2,0, ,30/09/2021,21:08:05
sensor1,326, ,30/09/2021,21:08:26
sensor2,0, ,30/09/2021,21:08:26
sensor1,326, ,30/09/2021,21:08:46
sensor2,0, ,30/09/2021,21:08:46
sensor1,312, ,30/09/2021,21:09:06
sensor2,0, ,30/09/2021,21:09:07
sensor1,312, ,30/09/2021,21:09:27
sensor2,0, ,30/09/2021,21:09:27
sensor1,312, ,30/09/2021,21:09:47
sensor2,0, ,30/09/2021,21:09:48
sensor1,312, ,30/09/2021,21:10:08
sensor2,0, ,30/09/2021,21:10:08
sensor1,308, ,30/09/2021,21:10:28
sensor2,0, ,30/09/2021,21:10:29
sensor1,308, ,30/09/2021,21:10:49
sensor2,0, ,30/09/2021,21:10:49
sensor1,308, ,30/09/2021,21:11:09
sensor2,0, ,30/09/2021,21:11:10
sensor1,308, ,30/09/2021,21:11:30
sensor2,0, ,30/09/2021,21:11:30
sensor1,308, ,30/09/2021,21:11:50
sensor2,0, ,30/09/2021,21:11:50
sensor1,308, ,30/09/2021,21:12:11
sensor2,0, ,30/09/2021,21:12:11
sensor1,308, ,30/09/2021,21:12:31
sensor2,0, ,30/09/2021,21:12:31
sensor1,308, ,30/09/2021,21:12:52
sensor2,0, ,30/09/2021,21:12:52
sensor1,308, ,30/09/2021,21:13:12
sensor2,0, ,30/09/2021,21:13:12
sensor1,326, ,30/09/2021,21:13:32
sensor2,0, ,30/09/2021,21:13:32
sensor1,328, ,30/09/2021,21:13:53
sensor2,0, ,30/09/2021,21:13:53
sensor1,328, ,30/09/2021,21:14:13
sensor2,0, ,30/09/2021,21:14:13
sensor1,328, ,30/09/2021,21:14:34
sensor2,0, ,30/09/2021,21:14:34
sensor1,307, ,30/09/2021,21:14:54
sensor2,0, ,30/09/2021,21:14:54
sensor1,326, ,30/09/2021,21:15:14
sensor2,0, ,30/09/2021,21:15:14
sensor1,326, ,30/09/2021,21:15:34
sensor2,0, ,30/09/2021,21:15:34
sensor1,307, ,30/09/2021,21:15:55
sensor2,0, ,30/09/2021,21:15:55
sensor1,320, ,30/09/2021,21:16:15
sensor2,0, ,30/09/2021,21:16:15
sensor1,320, ,30/09/2021,21:16:36
sensor2,0, ,30/09/2021,21:16:36
sensor1,316, ,30/09/2021,21:16:56
sensor2,0, ,30/09/2021,21:16:56
sensor1,312, ,30/09/2021,21:17:17
sensor2,0, ,30/09/2021,21:17:17
sensor1,312, ,30/09/2021,21:17:37
sensor2,0, ,30/09/2021,21:17:37
sensor1,312, ,30/09/2021,21:17:57
sensor2,0, ,30/09/2021,21:17:58
sensor1,312, ,30/09/2021,21:18:18
sensor2,0, ,30/09/2021,21:18:18
sensor1,312, ,30/09/2021,21:18:38
sensor2,0, ,30/09/2021,21:18:39
sensor1,312, ,30/09/2021,21:18:59
sensor2,0, ,30/09/2021,21:18:59
sensor1,313, ,30/09/2021,21:19:19
sensor2,0, ,30/09/2021,21:19:19
sensor1,313, ,30/09/2021,21:19:40
sensor2,0, ,30/09/2021,21:19:40
sensor1,313, ,30/09/2021,21:20:00
sensor2,0, ,30/09/2021,21:20:01
sensor1,313, ,30/09/2021,21:20:21
sensor2,0, ,30/09/2021,21:20:21
sensor1,313, ,30/09/2021,21:20:41
sensor2,0, ,30/09/2021,21:20:42
sensor1,313, ,30/09/2021,21:21:02
sensor2,0, ,30/09/2021,21:21:02
sensor1,313, ,30/09/2021,21:21:22
sensor2,0, ,30/09/2021,21:21:23
sensor1,313, ,30/09/2021,21:21:43
sensor2,0, ,30/09/2021,21:21:43
sensor1,307, ,30/09/2021,21:22:03
sensor2,0, ,30/09/2021,21:22:03
sensor1,307, ,30/09/2021,21:22:24
sensor2,0, ,30/09/2021,21:22:24
sensor1,307, ,30/09/2021,21:22:44
sensor2,0, ,30/09/2021,21:22:44
sensor1,331, ,30/09/2021,21:23:04
sensor2,0, ,30/09/2021,21:23:05
sensor1,331, ,30/09/2021,21:23:25
sensor2,0, ,30/09/2021,21:23:25
sensor1,331, ,30/09/2021,21:23:45
sensor2,0, ,30/09/2021,21:23:46
sensor1,331, ,30/09/2021,21:24:06
sensor2,0, ,30/09/2021,21:24:06
sensor1,331, ,30/09/2021,21:24:26
sensor2,0, ,30/09/2021,21:24:26
sensor1,331, ,30/09/2021,21:24:47
sensor2,0, ,30/09/2021,21:24:47
sensor1,331, ,30/09/2021,21:25:07
sensor2,0, ,30/09/2021,21:25:07
sensor1,331, ,30/09/2021,21:25:28
sensor2,0, ,30/09/2021,21:25:28
sensor1,331, ,30/09/2021,21:25:48
sensor2,0, ,30/09/2021,21:25:48
sensor1,331, ,30/09/2021,21:26:08
sensor2,0, ,30/09/2021,21:26:09
sensor1,331, ,30/09/2021,21:26:29
sensor2,0, ,30/09/2021,21:26:29
sensor1,316, ,30/09/2021,21:26:49
sensor2,0, ,30/09/2021,21:26:49
sensor1,316, ,30/09/2021,21:27:10
sensor2,0, ,30/09/2021,21:27:10
sensor1,316, ,30/09/2021,21:27:30
sensor2,0, ,30/09/2021,21:27:30
sensor1,316, ,30/09/2021,21:27:51
sensor2,0, ,30/09/2021,21:27:51
sensor1,316, ,30/09/2021,21:28:11
sensor2,0, ,30/09/2021,21:28:11
sensor1,336, ,30/09/2021,21:28:32
sensor2,0, ,30/09/2021,21:28:33
sensor1,336, ,30/09/2021,21:28:54
sensor2,0, ,30/09/2021,21:28:54
sensor1,336, ,30/09/2021,21:29:14
sensor2,0, ,30/09/2021,21:29:14
sensor1,309, ,30/09/2021,21:29:34
sensor2,0, ,30/09/2021,21:29:35
sensor1,309, ,30/09/2021,21:29:55
sensor2,0, ,30/09/2021,21:29:55
sensor1,309, ,30/09/2021,21:30:15
sensor2,0, ,30/09/2021,21:30:15
sensor1,309, ,30/09/2021,21:30:35
sensor2,0, ,30/09/2021,21:30:35
sensor1,309, ,30/09/2021,21:30:56
sensor2,0, ,30/09/2021,21:30:56
sensor1,309, ,30/09/2021,21:31:16
sensor2,0, ,30/09/2021,21:31:16
sensor1,309, ,30/09/2021,21:31:37
sensor2,0, ,30/09/2021,21:31:37
sensor1,309, ,30/09/2021,21:31:58
sensor2,0, ,30/09/2021,21:31:59
sensor1,309, ,30/09/2021,21:32:19
sensor2,0, ,30/09/2021,21:32:19
sensor1,309, ,30/09/2021,21:32:39
sensor2,0, ,30/09/2021,21:32:39
sensor1,320, ,30/09/2021,21:32:59
sensor2,0, ,30/09/2021,21:33:00
sensor1,320, ,30/09/2021,21:33:20
sensor2,0, ,30/09/2021,21:33:20
sensor1,320, ,30/09/2021,21:33:40
sensor2,0, ,30/09/2021,21:33:40
sensor1,310, ,30/09/2021,21:34:01
sensor2,0, ,30/09/2021,21:34:01
sensor1,310, ,30/09/2021,21:34:21
sensor2,0, ,30/09/2021,21:34:21
sensor1,316, ,30/09/2021,21:34:42
sensor2,0, ,30/09/2021,21:34:42
sensor1,316, ,30/09/2021,21:35:02
sensor2,0, ,30/09/2021,21:35:02
sensor1,316, ,30/09/2021,21:35:22
sensor2,0, ,30/09/2021,21:35:23
sensor1,337, ,30/09/2021,21:35:43
sensor2,0, ,30/09/2021,21:35:43
sensor1,329, ,30/09/2021,21:36:03
sensor2,0, ,30/09/2021,21:36:04
sensor1,329, ,30/09/2021,21:36:24
sensor2,0, ,30/09/2021,21:36:24
sensor1,313, ,30/09/2021,21:36:44
sensor2,0, ,30/09/2021,21:36:45
sensor1,327, ,30/09/2021,21:37:05
sensor2,0, ,30/09/2021,21:37:05
sensor1,327, ,30/09/2021,21:37:25
sensor2,0, ,30/09/2021,21:37:26
sensor1,327, ,30/09/2021,21:37:46
sensor2,0, ,30/09/2021,21:37:46
sensor1,338, ,30/09/2021,21:38:06
sensor2,0, ,30/09/2021,21:38:06
sensor1,338, ,30/09/2021,21:38:27
sensor2,0, ,30/09/2021,21:38:27
sensor1,338, ,30/09/2021,21:38:47
sensor2,0, ,30/09/2021,21:38:47
sensor1,338, ,30/09/2021,21:39:07
sensor2,0, ,30/09/2021,21:39:08
sensor1,338, ,30/09/2021,21:39:28
sensor2,0, ,30/09/2021,21:39:28
sensor1,338, ,30/09/2021,21:39:48
sensor2,0, ,30/09/2021,21:39:48
sensor1,338, ,30/09/2021,21:40:09
sensor2,0, ,30/09/2021,21:40:09
sensor1,338, ,30/09/2021,21:40:29
sensor2,0, ,30/09/2021,21:40:29
sensor1,313, ,30/09/2021,21:40:49
sensor2,0, ,30/09/2021,21:40:50
sensor1,313, ,30/09/2021,21:41:10
sensor2,0, ,30/09/2021,21:41:10
sensor1,316, ,30/09/2021,21:41:31
sensor2,0, ,30/09/2021,21:41:31
sensor1,316, ,30/09/2021,21:41:51
sensor2,0, ,30/09/2021,21:41:51
sensor1,316, ,30/09/2021,21:42:11
sensor2,0, ,30/09/2021,21:42:12
sensor1,316, ,30/09/2021,21:42:32
sensor2,0, ,30/09/2021,21:42:32
sensor1,316, ,30/09/2021,21:42:52
sensor2,0, ,30/09/2021,21:42:52
sensor1,316, ,30/09/2021,21:43:13
sensor2,0, ,30/09/2021,21:43:13
sensor1,320, ,30/09/2021,21:43:33
sensor2,0, ,30/09/2021,21:43:33
sensor1,320, ,30/09/2021,21:43:53
sensor2,0, ,30/09/2021,21:43:53
sensor1,320, ,30/09/2021,21:44:14
sensor2,0, ,30/09/2021,21:44:14
sensor1,313, ,30/09/2021,21:44:34
sensor2,0, ,30/09/2021,21:44:34
sensor1,313, ,30/09/2021,21:44:55
sensor2,0, ,30/09/2021,21:44:55
sensor1,313, ,30/09/2021,21:45:15
sensor2,0, ,30/09/2021,21:45:16
sensor1,313, ,30/09/2021,21:45:36
sensor2,0, ,30/09/2021,21:45:36
sensor1,313, ,30/09/2021,21:45:56
sensor2,0, ,30/09/2021,21:45:56
sensor1,313, ,30/09/2021,21:46:16
sensor2,0, ,30/09/2021,21:46:17
sensor1,313, ,30/09/2021,21:46:37
sensor2,0, ,30/09/2021,21:46:37
sensor1,313, ,30/09/2021,21:46:57
sensor2,0, ,30/09/2021,21:46:57
sensor1,313, ,30/09/2021,21:47:18
sensor2,0, ,30/09/2021,21:47:18
sensor1,313, ,30/09/2021,21:47:38
sensor2,0, ,30/09/2021,21:47:38
sensor1,313, ,30/09/2021,21:48:00
sensor2,0, ,30/09/2021,21:48:00
sensor1,314, ,30/09/2021,21:48:21
sensor2,0, ,30/09/2021,21:48:21
sensor1,314, ,30/09/2021,21:48:41
sensor2,0, ,30/09/2021,21:48:41
sensor1,314, ,30/09/2021,21:49:02
sensor2,0, ,30/09/2021,21:49:02
sensor1,314, ,30/09/2021,21:49:22
sensor2,0, ,30/09/2021,21:49:22
sensor1,314, ,30/09/2021,21:49:43
sensor2,0, ,30/09/2021,21:49:43
sensor1,314, ,30/09/2021,21:50:03
sensor2,0, ,30/09/2021,21:50:03
sensor1,314, ,30/09/2021,21:50:23
sensor2,0, ,30/09/2021,21:50:24
sensor1,314, ,30/09/2021,21:50:44
sensor2,0, ,30/09/2021,21:50:44
sensor1,338, ,30/09/2021,21:51:04
sensor2,0, ,30/09/2021,21:51:05
sensor1,338, ,30/09/2021,21:51:25
sensor2,0, ,30/09/2021,21:51:25
sensor1,338, ,30/09/2021,21:51:45
sensor2,0, ,30/09/2021,21:51:46
sensor1,338, ,30/09/2021,21:52:06
sensor2,0, ,30/09/2021,21:52:06
sensor1,312, ,30/09/2021,21:52:26
sensor2,0, ,30/09/2021,21:52:26
sensor1,329, ,30/09/2021,21:52:47
sensor2,0, ,30/09/2021,21:52:47
sensor1,329, ,30/09/2021,21:53:07
sensor2,0, ,30/09/2021,21:53:07
sensor1,338, ,30/09/2021,21:53:28
sensor2,0, ,30/09/2021,21:53:28
sensor1,337, ,30/09/2021,21:53:48
sensor2,0, ,30/09/2021,21:53:48
sensor1,337, ,30/09/2021,21:54:09
sensor2,0, ,30/09/2021,21:54:09
sensor1,333, ,30/09/2021,21:54:29
sensor2,0, ,30/09/2021,21:54:29
sensor1,338, ,30/09/2021,21:54:49
sensor2,0, ,30/09/2021,21:54:49
sensor1,320, ,30/09/2021,21:55:10
sensor2,0, ,30/09/2021,21:55:10
sensor1,337, ,30/09/2021,21:55:30
sensor2,0, ,30/09/2021,21:55:30
sensor1,331, ,30/09/2021,21:55:51
sensor2,0, ,30/09/2021,21:55:51
sensor1,331, ,30/09/2021,21:56:11
sensor2,0, ,30/09/2021,21:56:11
sensor1,322, ,30/09/2021,21:56:31
sensor2,0, ,30/09/2021,21:56:32
sensor1,322, ,30/09/2021,21:56:52
sensor2,0, ,30/09/2021,21:56:52
sensor1,322, ,30/09/2021,21:57:12
sensor2,0, ,30/09/2021,21:57:13
sensor1,322, ,30/09/2021,21:57:33
sensor2,0, ,30/09/2021,21:57:33
sensor1,322, ,30/09/2021,21:57:53
sensor2,0, ,30/09/2021,21:57:54
sensor1,322, ,30/09/2021,21:58:14
sensor2,0, ,30/09/2021,21:58:14
sensor1,322, ,30/09/2021,21:58:34
sensor2,0, ,30/09/2021,21:58:34
sensor1,322, ,30/09/2021,21:58:55
sensor2,0, ,30/09/2021,21:58:55
sensor1,322, ,30/09/2021,21:59:15
sensor2,0, ,30/09/2021,21:59:15
sensor1,322, ,30/09/2021,21:59:36
sensor2,0, ,30/09/2021,21:59:36
sensor1,322, ,30/09/2021,21:59:56
sensor2,0, ,30/09/2021,21:59:56
sensor1,322, ,30/09/2021,22:00:17
sensor2,0, ,30/09/2021,22:00:17
sensor1,322, ,30/09/2021,22:00:37
sensor2,0, ,30/09/2021,22:00:37
sensor1,322, ,30/09/2021,22:00:57
sensor2,0, ,30/09/2021,22:00:58
sensor1,313, ,30/09/2021,22:01:18
sensor2,0, ,30/09/2021,22:01:18
sensor1,313, ,30/09/2021,22:01:38
sensor2,0, ,30/09/2021,22:01:39
sensor1,313, ,30/09/2021,22:01:59
sensor2,0, ,30/09/2021,22:01:59
sensor1,318, ,30/09/2021,22:02:19
sensor2,0, ,30/09/2021,22:02:19
sensor1,318, ,30/09/2021,22:02:40
sensor2,0, ,30/09/2021,22:02:40
sensor1,318, ,30/09/2021,22:03:00
sensor2,0, ,30/09/2021,22:03:00
sensor1,318, ,30/09/2021,22:03:20
sensor2,0, ,30/09/2021,22:03:20
sensor1,318, ,30/09/2021,22:03:40
sensor2,0, ,30/09/2021,22:03:41
sensor1,318, ,30/09/2021,22:04:01
sensor2,0, ,30/09/2021,22:04:01
sensor1,318, ,30/09/2021,22:04:21
sensor2,0, ,30/09/2021,22:04:22
sensor1,318, ,30/09/2021,22:04:42
sensor2,0, ,30/09/2021,22:04:42
sensor1,318, ,30/09/2021,22:05:02
sensor2,0, ,30/09/2021,22:05:02
sensor1,318, ,30/09/2021,22:05:22
sensor2,0, ,30/09/2021,22:05:23
sensor1,318, ,30/09/2021,22:05:43
sensor2,0, ,30/09/2021,22:05:43
sensor1,318, ,30/09/2021,22:06:03
sensor2,0, ,30/09/2021,22:06:03
sensor1,320, ,30/09/2021,22:06:24
sensor2,0, ,30/09/2021,22:06:24
sensor1,320, ,30/09/2021,22:06:44
sensor2,0, ,30/09/2021,22:06:44
sensor1,317, ,30/09/2021,22:07:05
sensor2,0, ,30/09/2021,22:07:05
sensor1,317, ,30/09/2021,22:07:25
sensor2,0, ,30/09/2021,22:07:25
sensor1,317, ,30/09/2021,22:07:46
sensor2,0, ,30/09/2021,22:07:46
sensor1,317, ,30/09/2021,22:08:06
sensor2,0, ,30/09/2021,22:08:06
sensor1,317, ,30/09/2021,22:08:26
sensor2,0, ,30/09/2021,22:08:27
sensor1,317, ,30/09/2021,22:08:47
sensor2,0, ,30/09/2021,22:08:47
sensor1,317, ,30/09/2021,22:09:07
sensor2,0, ,30/09/2021,22:09:07
sensor1,314, ,30/09/2021,22:09:28
sensor2,0, ,30/09/2021,22:09:28
sensor1,314, ,30/09/2021,22:09:48
sensor2,0, ,30/09/2021,22:09:48
sensor1,314, ,30/09/2021,22:10:08
sensor2,0, ,30/09/2021,22:10:09
sensor1,314, ,30/09/2021,22:10:29
sensor2,0, ,30/09/2021,22:10:29
sensor1,340, ,30/09/2021,22:10:49
sensor2,0, ,30/09/2021,22:10:49
sensor1,340, ,30/09/2021,22:11:10
sensor2,0, ,30/09/2021,22:11:10
sensor1,325, ,30/09/2021,22:11:30
sensor2,0, ,30/09/2021,22:11:30
sensor1,325, ,30/09/2021,22:11:50
sensor2,0, ,30/09/2021,22:11:50
sensor1,336, ,30/09/2021,22:12:11
sensor2,0, ,30/09/2021,22:12:11
sensor1,316, ,30/09/2021,22:12:31
sensor2,0, ,30/09/2021,22:12:31
sensor1,316, ,30/09/2021,22:12:52
sensor2,0, ,30/09/2021,22:12:52
